policy_renewal_number,policy_premium_band,customer_age,location_code,location_score,market_segment,policy_type,payment_frequency,customer_education_level,customer_occupation_sector,policy_category_two,policy_cover_level,customer_email_verified,payment_method,is_joint_policy,policy_excess,customer_home_ownership,customer_credit_one,customer_credit_two,customer_credit_three,customer_salary_band,customer_age_scaled,customer_gender,additional_customer_flag,policy_item_category,claim_flag
11,2,48,3,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,1,0
10,0,39,20,75,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,27,0,0,1,0
5,0,44,15,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,14,0
0,0,47,1,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,7,0
8,1,41,5,112,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,31,2,0,5,0
1,2,37,20,37,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,1,0
12,1,47,20,225,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,41,2,0,9,0
11,2,36,19,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,0,0,9,0
11,1,40,4,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,3,0,4,0
0,2,35,15,0,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,21,0,0,9,0
1,0,37,15,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,2,0,13,0
4,1,38,11,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,0,0,12,0
10,0,45,20,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,0,0
4,0,43,2,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,10,0
11,0,38,21,56,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,26,2,0,10,0
2,1,35,20,0,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,21,0,0,9,0
5,1,37,4,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,3,0,12,0
7,2,51,21,300,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,48,2,0,4,0
4,0,51,11,300,4,8,1,1,6,2,6,,1,0,700,3,452,802,536,0,48,2,0,7,0
1,2,37,20,37,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,24,2,0,12,0
8,3,37,3,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,14,0
11,0,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,2,0,1,0
8,3,35,21,0,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,21,0,0,12,0
0,0,35,4,0,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,21,3,0,9,0
6,0,43,19,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,8,0
0,3,38,6,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,2,0,7,0
6,1,45,19,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,12,0
10,1,38,20,56,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,26,3,0,5,0
6,3,46,4,206,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,39,3,0,10,0
11,2,46,11,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,2,0,0,0
9,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,8,0
6,1,44,15,168,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,36,0,0,7,0
8,0,39,20,75,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,27,0,0,12,0
5,0,35,15,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,7,0
7,0,36,7,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,0,3,0
1,2,40,11,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,5,0
12,2,50,15,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,0,0,6,0
11,1,54,20,356,5,10,0,8,5,7,2,,1,0,1250,3,456,654,0,4,53,3,0,4,0
4,0,48,15,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,12,0
2,1,44,10,168,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,36,0,0,5,1
0,0,37,11,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,0,0,0,0
7,0,37,21,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,0,0,0,0
8,0,55,17,375,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,55,2,0,10,0
8,2,49,1,262,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,45,2,0,11,0
7,1,50,20,281,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,46,3,0,5,0
3,0,57,1,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,2,0,3,0
11,2,37,1,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,3,0
2,0,52,0,318,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,50,2,0,12,0
0,1,40,10,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,2,0
1,3,45,11,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,9,0
0,3,44,21,168,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,36,0,0,5,0
5,0,44,1,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,13,0
11,1,35,11,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,1,0,4,0
5,0,41,21,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,6,0
11,2,45,2,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,3,0,9,0
10,0,35,5,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,0,0,1,0
5,0,49,8,262,4,6,0,9,1,0,2,,1,0,1200,0,452,832,656,5,45,0,0,6,0
2,0,57,20,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,2,0,0,0
5,1,36,2,18,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,22,2,0,3,0
0,2,39,11,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,3,0,2,0
0,0,47,10,225,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,11,0
12,2,45,21,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,0,0,6,0
3,3,42,15,131,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,33,0,0,14,0
7,0,38,11,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,0,0,13,0
6,2,43,0,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,8,0
0,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,4,0
0,0,47,20,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,2,0,5,0
10,1,48,4,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,10,0
1,0,40,17,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,2,1,5,1
3,0,36,17,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,1,0
12,1,44,16,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,3,0,6,0
9,0,45,7,187,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,38,2,0,8,1
5,1,44,11,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,14,0
11,1,40,20,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,15,0
4,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,5,0
9,0,45,19,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,0,0
4,1,48,12,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,7,0
11,2,43,17,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,1,0
1,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,5,0
1,2,40,15,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,2,0,10,0
2,0,37,11,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,1,0,10,0
1,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,13,0
1,3,45,1,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,9,0
11,1,43,20,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,6,0
4,0,52,15,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,3,0,10,0
10,1,44,11,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,8,0
5,0,43,20,150,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,34,0,0,15,0
5,0,40,21,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,3,0
6,0,38,0,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,2,0,12,0
8,0,50,0,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,6,0
5,1,46,15,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,14,0
2,0,53,1,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,2,0,6,0
1,0,66,20,581,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,74,2,0,10,0
7,0,53,0,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,0,0,7,0
0,0,44,5,168,1,4,1,5,3,1,2,,0,0,350,3,237,309,155,2,36,0,0,0,0
9,0,53,17,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,2,0,1,0
4,1,37,11,37,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,24,2,0,2,0
5,0,36,11,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,0,11,0
1,0,45,6,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,6,0
3,1,35,20,0,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,21,3,0,15,0
9,1,50,7,281,5,2,1,4,7,8,2,,0,0,700,3,455,999,910,5,46,0,0,14,0
2,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,15,0
0,0,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,1,0
2,2,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,15,0
8,1,39,20,75,1,4,1,9,3,1,2,,0,0,350,3,237,309,155,2,27,2,0,7,0
6,1,52,17,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,2,0,12,0
7,0,51,17,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,2,0,9,0
2,3,35,7,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,6,0
2,0,56,11,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,2,0,6,0
2,2,37,20,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,9,0
4,1,39,15,75,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,27,2,0,7,0
11,1,47,19,225,4,8,1,1,6,2,6,,1,0,700,3,452,802,536,0,41,0,0,13,0
4,3,48,3,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,14,0
0,0,42,21,131,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,33,2,0,2,0
4,6,47,20,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,13,0
0,1,48,17,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,3,0
1,1,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,10,0
10,0,53,21,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,0,0,7,0
3,1,48,11,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,3,0
5,3,52,4,318,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,50,2,1,8,1
11,0,52,17,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,2,0,10,0
1,3,47,17,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,3,0,0,0
8,1,46,4,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,2,0,2,1
3,1,43,20,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,0,0,2,1
12,2,57,11,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,0,0,3,0
1,0,47,11,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,0,0
8,2,37,17,37,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,24,0,0,9,0
11,2,41,20,112,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,31,0,0,6,0
3,0,46,4,206,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,39,0,0,11,0
11,0,36,11,18,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,22,0,0,7,0
12,3,40,20,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,12,0
2,2,50,17,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,0,0,14,0
3,3,36,18,18,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,22,2,0,5,0
9,1,40,20,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,7,0
0,2,43,17,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,0,0,2,0
1,0,50,20,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,3,0,7,0
7,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,10,0
1,2,40,20,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,2,0,0,0
4,0,45,11,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,10,0
10,1,39,5,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,13,0
11,3,58,20,431,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,60,0,0,11,0
2,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,9,0
3,2,53,3,337,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,52,0,0,6,0
10,1,36,5,18,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,22,2,0,2,0
10,2,44,20,168,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,36,2,0,11,0
5,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,34,2,0,10,0
0,1,37,11,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,0,0,13,0
1,2,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,14,0
1,0,53,2,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,2,0,1,0
0,0,37,15,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,10,0
0,0,42,1,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,0,0,2,0
11,2,54,20,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,0,0,5,0
5,0,51,18,300,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,48,2,0,9,0
2,0,57,11,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,3,0,13,0
2,0,37,17,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,0,0,6,0
10,1,45,20,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,1,0,2,0
6,0,38,11,56,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,26,3,0,1,0
7,0,50,17,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,0,0,11,0
1,0,46,1,206,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,39,0,0,5,0
4,0,48,20,243,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,43,0,0,3,0
10,0,40,1,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,1,0,7,0
5,0,48,5,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,7,0
9,2,37,21,37,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,24,2,0,0,0
0,0,44,17,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,3,0
1,1,44,18,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,8,0
4,1,61,18,487,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,65,0,0,2,0
1,0,48,18,243,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,43,1,0,0,0
7,1,51,20,300,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,48,3,0,7,0
8,0,52,11,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,1,2,1
11,2,41,11,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,12,0
2,0,49,0,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,0,0,2,1
0,2,47,15,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,10,0
11,0,52,15,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,0,0
10,3,60,20,468,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,64,2,0,1,0
7,3,45,3,187,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,38,0,0,0,0
12,3,50,5,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,3,0,3,0
3,0,41,15,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,5,0
11,0,35,17,0,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,21,0,0,5,0
6,0,44,1,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,11,0
2,2,39,15,75,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,27,0,0,6,0
0,0,50,21,281,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,46,0,0,9,0
1,0,43,20,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,3,0,3,0
11,1,40,20,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,1,0
4,1,51,11,300,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,48,2,0,13,0
0,1,43,17,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,3,0
12,1,57,20,412,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,58,0,0,3,0
5,0,60,21,468,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,64,1,0,7,0
2,1,63,11,525,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,69,2,0,9,0
9,3,46,5,206,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,39,0,0,7,0
12,0,46,20,206,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,39,2,0,15,0
8,1,57,20,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,2,0,14,0
12,1,40,15,93,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,29,0,0,1,0
4,0,44,1,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,9,0
1,2,40,5,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,0,0,12,0
0,3,35,15,0,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,21,1,0,0,0
11,3,40,4,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,9,0
8,0,40,19,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,1,0
11,1,37,5,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,11,0
10,0,43,5,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,1,0
7,2,43,17,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,2,1
10,3,55,20,375,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,55,2,0,0,0
10,2,56,11,393,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,57,0,0,11,0
2,1,35,20,0,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,21,0,0,1,0
7,0,52,1,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,9,0
8,1,38,17,56,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,26,2,0,4,0
9,0,57,17,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,2,0,14,0
10,2,48,20,243,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,43,2,0,14,0
12,2,54,20,356,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,53,0,0,1,0
0,0,48,17,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,7,0
11,0,40,20,93,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,29,2,0,8,0
9,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,4,0
12,2,57,20,412,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,58,0,0,15,0
9,2,40,11,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,8,0
9,0,43,20,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,3,0,4,0
6,7,51,20,300,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,48,0,0,1,0
4,0,45,1,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,10,0
12,2,51,17,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,2,0,12,0
10,2,46,10,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,9,0
10,1,53,18,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,2,0,2,1
11,0,42,21,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,0,0,9,0
10,1,65,5,562,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,72,2,0,15,0
5,2,39,11,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,6,0
0,3,44,15,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,13,0
12,3,36,15,18,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,22,2,0,7,0
0,0,50,11,281,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,46,2,0,2,1
0,0,36,11,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,0,1,0
0,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,2,0
11,3,56,11,393,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,57,2,0,14,0
0,0,54,20,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,0,0,10,0
10,1,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,8,0
0,0,45,17,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,1,0
0,2,44,15,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,3,0
1,0,54,6,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,10,0
6,0,36,19,18,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,2,0
12,2,35,17,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,7,0
3,0,36,1,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,14,0
10,3,49,8,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,0,0,0,0
2,1,40,1,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,0,0,15,0
11,1,40,20,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,2,0,3,0
10,0,50,5,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,2,0,0,0
2,0,35,19,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,9,0
5,0,40,11,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,2,0,3,0
0,0,56,5,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,0,0,6,0
0,3,46,1,206,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,39,0,0,7,0
3,0,52,1,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,2,0,5,0
7,1,57,11,412,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,58,0,0,13,0
5,2,41,4,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,3,0
3,0,48,11,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,1,0
5,1,36,21,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,1,0,1,0
4,0,36,11,18,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,22,0,0,12,0
11,1,45,10,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,2,0
12,2,56,20,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,0,0,12,0
5,0,36,17,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,2,0,8,0
3,0,44,20,168,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,36,3,0,6,0
8,0,48,20,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,4,0
12,0,47,15,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,3,0
2,0,41,10,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,1,0,5,0
4,2,40,17,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,8,0
11,1,42,20,131,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,33,3,0,6,0
5,0,46,1,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,2,0,7,0
8,0,41,12,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,12,0
11,0,48,17,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,1,0
3,0,39,20,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,1,0,9,0
0,0,49,15,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,2,0
9,0,45,20,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,1,5,1
0,0,39,19,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,14,0
3,4,35,4,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,2,0,15,0
0,2,36,11,18,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,22,2,0,10,0
